frame_id,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
1,0.48156261444091797,0.31325462460517883,0.01838342286646366,0.9999182820320129,0.48377275466918945,0.2976296842098236,-3.99691634811461e-05,0.9999238848686218,0.4849777817726135,0.2971346080303192,-6.65518018649891e-05,0.9999199509620667,0.48617643117904663,0.296700656414032,-8.679962047608569e-05,0.9999409317970276,0.4836023449897766,0.29813021421432495,0.03331119194626808,0.9999179244041443,0.4845559597015381,0.2979137599468231,0.03333373740315437,0.9998829364776611,0.4854663014411926,0.2977065145969391,0.03332703933119774,0.9998908638954163,0.4976497292518616,0.30100664496421814,-0.04272746294736862,0.9999553561210632,0.495037317276001,0.30163776874542236,0.11054940521717072,0.9997332096099854,0.48854097723960876,0.32556942105293274,0.005360533483326435,0.9998766183853149,0.48784512281417847,0.3268778324127197,0.04921252280473709,0.9996849298477173,0.5220589637756348,0.36434587836265564,-0.12107376754283905,0.9999874830245972,0.5175865292549133,0.3757539391517639,0.20134904980659485,0.9987128973007202,0.5614942312240601,0.45680123567581177,-0.19606272876262665,0.9977483153343201,0.5445490479469299,0.4646100401878357,0.2087388038635254,0.016026509925723076,0.5156099200248718,0.4890908896923065,-0.1892416775226593,0.9823265075683594,0.5194435119628906,0.49918368458747864,0.08598604053258896,0.025716526433825493,0.5029163360595703,0.5042300224304199,-0.21157249808311462,0.9588497877120972,0.5089236497879028,0.5123911499977112,0.07851044833660126,0.03810839354991913,0.4982689321041107,0.49287423491477966,-0.1870967149734497,0.9551581144332886,0.50620436668396,0.50836181640625,0.057433824986219406,0.04015728458762169,0.5023540258407593,0.48745959997177124,-0.17704860866069794,0.9294273257255554,0.5089004635810852,0.5098152756690979,0.07226711511611938,0.04234275966882706,0.5204919576644897,0.5753034949302673,-0.10307707637548447,0.9995465278625488,0.5026291608810425,0.5740675926208496,0.10300873219966888,0.9984257221221924,0.5449395179748535,0.7545264959335327,-0.14463269710540771,0.9774380922317505,0.4358077049255371,0.6804788112640381,0.04905282333493233,0.7338554263114929,0.6177421808242798,0.866425633430481,-0.12239531427621841,0.9884658455848694,0.4032677710056305,0.8455914855003357,0.07466509938240051,0.9163574576377869,0.6380809545516968,0.883935272693634,-0.12214567512273788,0.97208172082901,0.4087904393672943,0.8748030066490173,0.07411371171474457,0.925136387348175,0.604357123374939,0.946401059627533,-0.20057478547096252,0.9841954708099365,0.3558318018913269,0.8687503337860107,0.024053629487752914,0.9100813865661621
2,0.47765159606933594,0.3352413773536682,-0.03066202439367771,0.999908447265625,0.47978782653808594,0.318121075630188,-0.04488539695739746,0.9999068975448608,0.48086944222450256,0.3173547685146332,-0.04493656009435654,0.9999040365219116,0.48191437125205994,0.3166242241859436,-0.044994667172431946,0.9999301433563232,0.47920116782188416,0.3187898099422455,-0.014711253345012665,0.9998987913131714,0.47983211278915405,0.31853166222572327,-0.014662044122815132,0.9998574256896973,0.48037758469581604,0.31827059388160706,-0.014638036489486694,0.9998637437820435,0.49197325110435486,0.3186476230621338,-0.08079830557107925,0.9999514818191528,0.4883868098258972,0.31983694434165955,0.09394385665655136,0.9996644854545593,0.48382481932640076,0.34753692150115967,-0.03258373588323593,0.9998701810836792,0.48290663957595825,0.34880831837654114,0.0056103989481925964,0.9996441006660461,0.5217922329902649,0.3814021944999695,-0.14956700801849365,0.999988317489624,0.5015639662742615,0.4021246135234833,0.15210586786270142,0.9987267851829529,0.5614234209060669,0.4769243597984314,-0.23158755898475647,0.9979341626167297,0.5215481519699097,0.4930915832519531,0.18776030838489532,0.016614627093076706,0.5137410759925842,0.5199176073074341,-0.2105969488620758,0.9838770627975464,0.5008482336997986,0.5394495129585266,0.09757506847381592,0.030483948066830635,0.500870406627655,0.5377517342567444,-0.233841210603714,0.9621421694755554,0.4945015013217926,0.5642690062522888,0.08708339929580688,0.04306928440928459,0.4951249957084656,0.5277466177940369,-0.21421246230602264,0.9586982131004333,0.49210095405578613,0.5607469081878662,0.06199504807591438,0.0454297810792923,0.49925294518470764,0.5209980010986328,-0.19910386204719543,0.9344768524169922,0.4948185086250305,0.5548533797264099,0.08237031102180481,0.047885846346616745,0.5124996900558472,0.6213165521621704,-0.09787268936634064,0.9995800852775574,0.48538938164711,0.6136786937713623,0.09776277840137482,0.9985724687576294,0.5429837107658386,0.77158522605896,-0.10030033439397812,0.9796658158302307,0.4157661497592926,0.6912268996238708,-0.012769924476742744,0.7602202296257019,0.619763970375061,0.8655397295951843,-0.027429576963186264,0.9895840287208557,0.397203266620636,0.8526209592819214,0.04034874588251114,0.9245526790618896,0.6380094289779663,0.8813243508338928,-0.023448428139090538,0.9734407067298889,0.40518707036972046,0.8828483819961548,0.04167252033948898,0.931894838809967,0.5917660593986511,0.9263733625411987,-0.11228909343481064,0.9856614470481873,0.35289207100868225,0.8735940456390381,-0.010846862569451332,0.9187354445457458
3,0.4667178690433502,0.3378928303718567,-0.017462903633713722,0.9998959898948669,0.4700778126716614,0.32253342866897583,-0.03379486873745918,0.9998777508735657,0.47123414278030396,0.322003036737442,-0.03381776437163353,0.9998782277107239,0.4724807143211365,0.3213690519332886,-0.03382362425327301,0.999911367893219,0.46952566504478455,0.3234691023826599,-0.003849472850561142,0.9998787641525269,0.47012144327163696,0.3236534297466278,-0.003815301461145282,0.9998322129249573,0.4707898199558258,0.3237732946872711,-0.0038152027409523726,0.9998403787612915,0.4843674302101135,0.3254356384277344,-0.07627271115779877,0.9999411702156067,0.4806796908378601,0.3264041841030121,0.07318811863660812,0.9996148347854614,0.47271615266799927,0.3544416129589081,-0.02943212352693081,0.9998436570167542,0.47167497873306274,0.3560461401939392,0.010612678714096546,0.9995715022087097,0.5155954957008362,0.39554768800735474,-0.14814713597297668,0.9999881982803345,0.4947217106819153,0.41716787219047546,0.14494992792606354,0.9987863898277283,0.5462625026702881,0.481752872467041,-0.23033981025218964,0.997957706451416,0.5249435305595398,0.5011377930641174,0.18349948525428772,0.022977689281105995,0.5042394399642944,0.5320876240730286,-0.2411409318447113,0.9840229153633118,0.5343531966209412,0.5786425471305847,0.1255229115486145,0.03810589760541916,0.49147549271583557,0.548051118850708,-0.2658986747264862,0.9624509811401367,0.5344950556755066,0.5995516777038574,0.11881276220083237,0.04984322935342789,0.48650264739990234,0.5381420254707336,-0.25169819593429565,0.9588673710823059,0.5361230969429016,0.5950987339019775,0.09998488426208496,0.052086763083934784,0.49041515588760376,0.5320426225662231,-0.23307761549949646,0.9332746267318726,0.5338348150253296,0.5902029871940613,0.11462414264678955,0.05394011363387108,0.5064756870269775,0.6315509080886841,-0.09421871602535248,0.999585747718811,0.476591020822525,0.6264063715934753,0.09410451352596283,0.998690664768219,0.5362063646316528,0.7834326028823853,-0.10928820073604584,0.9816650748252869,0.4029189944267273,0.6873607635498047,0.009488305076956749,0.7839733958244324,0.618317723274231,0.8623555302619934,-0.06110193580389023,0.9905828833580017,0.3934851288795471,0.8545997738838196,0.0458059161901474,0.9319230914115906,0.6380419731140137,0.8793536424636841,-0.05948508903384209,0.9745619893074036,0.40444883704185486,0.8854171633720398,0.06904744356870651,0.9380899667739868,0.5911164879798889,0.9200596213340759,-0.1336265504360199,0.9869728088378906,0.3498370051383972,0.8797028660774231,0.019789861515164375,0.9264544248580933
4,0.4585040211677551,0.3472400903701782,-0.027156943455338478,0.9998511672019958,0.4624372124671936,0.3323323428630829,-0.042016856372356415,0.9997859597206116,0.46377792954444885,0.3317922353744507,-0.04204712063074112,0.9997895359992981,0.46507126092910767,0.3311539888381958,-0.04206431657075882,0.9998511672019958,0.46136394143104553,0.3328624367713928,-0.011581785045564175,0.999793291091919,0.4618658125400543,0.33271363377571106,-0.011558713391423225,0.9997184872627258,0.4623934328556061,0.33241006731987,-0.011563546024262905,0.9997345209121704,0.4752883315086365,0.3356892764568329,-0.07655301690101624,0.9999099969863892,0.4721899628639221,0.3370141386985779,0.06657932698726654,0.9993265867233276,0.46456924080848694,0.3608850836753845,-0.03792458400130272,0.9997824430465698,0.4628424644470215,0.36258557438850403,0.002547335810959339,0.999369740486145,0.5057166814804077,0.41112369298934937,-0.14841227233409882,0.9999865293502808,0.47894614934921265,0.4226763844490051,0.14770974218845367,0.9987591505050659,0.538705050945282,0.4952327013015747,-0.22572524845600128,0.9979490041732788,0.5033971071243286,0.5239808559417725,0.1832353174686432,0.022052101790905,0.4952700138092041,0.546649694442749,-0.21248264610767365,0.9843051433563232,0.49971383810043335,0.5634146928787231,0.11764489114284515,0.037500880658626556,0.4834299683570862,0.5625367760658264,-0.23529784381389618,0.9626215100288391,0.5040701627731323,0.5914964079856873,0.11150010675191879,0.049220502376556396,0.4790232181549072,0.5520256757736206,-0.22044873237609863,0.9587737917900085,0.4991167187690735,0.5945529341697693,0.09074701368808746,0.051359280943870544,0.4822625517845154,0.546118438243866,-0.20343513786792755,0.9316036701202393,0.49685603380203247,0.5868293642997742,0.10500633716583252,0.05348586291074753,0.4972458779811859,0.6429169774055481,-0.09150950610637665,0.99955815076828,0.4705682396888733,0.634537398815155,0.09140599519014359,0.9987929463386536,0.5288680195808411,0.7948238849639893,-0.11891119182109833,0.9833783507347107,0.3945252299308777,0.6908349990844727,-0.012679651379585266,0.8051596283912659,0.6122525930404663,0.8605274558067322,-0.0662233829498291,0.9913629293441772,0.3927740454673767,0.8532793521881104,0.04682968929409981,0.938371479511261,0.6326434016227722,0.8727101683616638,-0.06362192332744598,0.97376549243927,0.4037546217441559,0.8851954340934753,0.05083823949098587,0.9433037638664246,0.589023232460022,0.9196867346763611,-0.1426413357257843,0.987820565700531,0.3495217561721802,0.8816331028938293,0.0030292933806777,0.9329997301101685
5,0.45062464475631714,0.36107537150382996,-0.0005470997421070933,0.9997808933258057,0.4541552662849426,0.3441179096698761,-0.017189672216773033,0.9996899366378784,0.4554169774055481,0.34363025426864624,-0.017220739275217056,0.9996936917304993,0.45674824714660645,0.3429827392101288,-0.01722828671336174,0.9997948408126831,0.4532783627510071,0.34416401386260986,0.015157030895352364,0.999699592590332,0.453864723443985,0.34372106194496155,0.015186945907771587,0.9995688199996948,0.4545125961303711,0.34311097860336304,0.015179991722106934,0.9995999336242676,0.4674610495567322,0.34605324268341064,-0.06203020364046097,0.999885082244873,0.46467748284339905,0.34605109691619873,0.08907392621040344,0.9989462494850159,0.45666059851646423,0.3748449981212616,-0.01522218156605959,0.9997313022613525,0.4550209045410156,0.3758094310760498,0.02793959341943264,0.9991846084594727,0.49455612897872925,0.4190889894962311,-0.14591112732887268,0.9999869465827942,0.4738318920135498,0.431181937456131,0.1772925853729248,0.9986681938171387,0.5286990404129028,0.49980905652046204,-0.23058728873729706,0.9980738759040833,0.49667811393737793,0.5249354243278503,0.23802319169044495,0.020706921815872192,0.48561057448387146,0.5562125444412231,-0.22409005463123322,0.9855740070343018,0.4893617033958435,0.5708258152008057,0.20087698101997375,0.03554315119981766,0.4737823009490967,0.5746256113052368,-0.24860915541648865,0.9654383063316345,0.4902617335319519,0.6164999008178711,0.20091989636421204,0.0468628816306591,0.46894437074661255,0.5642699599266052,-0.23282340168952942,0.9617622494697571,0.4862828850746155,0.6138030290603638,0.1753770112991333,0.04879048839211464,0.47199130058288574,0.5580145716667175,-0.2145177125930786,0.935698390007019,0.48457464575767517,0.604222297668457,0.1872463822364807,0.051063038408756256,0.4894762635231018,0.6484476923942566,-0.09280727803707123,0.9995582699775696,0.46480894088745117,0.639280378818512,0.09273448586463928,0.998874306678772,0.5211173892021179,0.8035423159599304,-0.17137756943702698,0.9849637150764465,0.3876325786113739,0.6889947056770325,-0.0004931868752464652,0.8241701722145081,0.6095905900001526,0.8587077856063843,-0.15249523520469666,0.9920581579208374,0.3920165002346039,0.853390097618103,0.038909297436475754,0.9440194368362427,0.6297921538352966,0.8713105916976929,-0.1525084674358368,0.9745759963989258,0.4030264914035797,0.8837546706199646,0.039233215153217316,0.9478902220726013,0.5870924592018127,0.9190561771392822,-0.23115690052509308,0.9886658787727356,0.3484325706958771,0.8841661810874939,-0.00553188007324934,0.9385823607444763
6,0.4446233808994293,0.371175080537796,-0.018530139699578285,0.9997493028640747,0.4482765793800354,0.35402488708496094,-0.03371711075305939,0.9996397495269775,0.4496959149837494,0.35370934009552,-0.033765293657779694,0.9996451735496521,0.4511890411376953,0.3533254563808441,-0.03380221500992775,0.9997634887695312,0.44697755575180054,0.3537730872631073,-0.0024555600248277187,0.9996503591537476,0.447456419467926,0.3532751202583313,-0.0024123326875269413,0.9995020031929016,0.44801926612854004,0.35269808769226074,-0.0023953882046043873,0.9995414018630981,0.4624633193016052,0.35752618312835693,-0.0649816244840622,0.9998718500137329,0.45829516649246216,0.356725811958313,0.08692353218793869,0.9988195300102234,0.4511585235595703,0.38524264097213745,-0.02447754330933094,0.9997190237045288,0.44918718934059143,0.38596975803375244,0.01690274104475975,0.9991344809532166,0.4897843897342682,0.4289788603782654,-0.13939201831817627,0.9999874234199524,0.4662092328071594,0.43786874413490295,0.15630978345870972,0.9987116456031799,0.5242178440093994,0.5196488499641418,-0.2110653817653656,0.9981889724731445,0.4819856584072113,0.5429227352142334,0.1967921257019043,0.02108658477663994,0.48024576902389526,0.568160891532898,-0.2160612791776657,0.9865571856498718,0.47559165954589844,0.6156819462776184,0.12187894433736801,0.03658637776970863,0.4692591726779938,0.5861806273460388,-0.24633200466632843,0.9673020243644714,0.4739609658718109,0.6421029567718506,0.11264046281576157,0.04774792119860649,0.4646909832954407,0.5751201510429382,-0.2179107367992401,0.9636490345001221,0.4737130105495453,0.6387320160865784,0.08716754615306854,0.04938098415732384,0.4678916037082672,0.56940758228302,-0.2028004676103592,0.9379411339759827,0.47467732429504395,0.6288415193557739,0.10793229192495346,0.051891595125198364,0.48631009459495544,0.6534257531166077,-0.09019167721271515,0.9995555281639099,0.451883465051651,0.6458197832107544,0.09015435725450516,0.9989514350891113,0.5150450468063354,0.8112792372703552,-0.16827861964702606,0.9863726496696472,0.38263413310050964,0.6878000497817993,0.0006405055755749345,0.8411321043968201,0.6077499389648438,0.8552830219268799,-0.13960108160972595,0.9926495552062988,0.39144259691238403,0.8523811101913452,0.042590927332639694,0.9489980936050415,0.626491904258728,0.8594331741333008,-0.1391402930021286,0.9747129678726196,0.40318503975868225,0.8811259865760803,0.04323413223028183,0.9519603252410889,0.5880231261253357,0.9182311296463013,-0.21898481249809265,0.9893025755882263,0.34721070528030396,0.8824211955070496,-0.0009387097088620067,0.943527340888977
7,0.439843088388443,0.3800950348377228,-0.015791552141308784,0.999698281288147,0.44460105895996094,0.3644973635673523,-0.03085881844162941,0.9995822906494141,0.4458700120449066,0.36403435468673706,-0.03088621236383915,0.9995812773704529,0.44712701439857483,0.3635796308517456,-0.030912939459085464,0.9997216463088989,0.44473710656166077,0.3644721210002899,3.267318970756605e-05,0.9996019601821899,0.44620078802108765,0.3639082610607147,6.187331018736586e-05,0.9994354248046875,0.44775980710983276,0.3632856607437134,5.7922781707020476e-05,0.9994915127754211,0.4585503935813904,0.36742880940437317,-0.06679575890302658,0.9998502731323242,0.4560239315032959,0.3672536611557007,0.07876578718423843,0.9986974000930786,0.44586676359176636,0.3937409222126007,-0.026803096756339073,0.9996779561042786,0.4450865387916565,0.39432960748672485,0.014373483136296272,0.9990274310112,0.4852392077445984,0.4404798746109009,-0.13503839075565338,0.9999846816062927,0.4633669853210449,0.4481422007083893,0.15818503499031067,0.9986909627914429,0.5126938223838806,0.5276352167129517,-0.20501463115215302,0.9979809522628784,0.4819847047328949,0.5358042120933533,0.197645902633667,0.020348740741610527,0.4726526141166687,0.575419008731842,-0.19244976341724396,0.9849587082862854,0.46738800406455994,0.6138722896575928,0.12239392846822739,0.03503936529159546,0.46279144287109375,0.5940275192260742,-0.2146957814693451,0.9633646607398987,0.4645744860172272,0.635025680065155,0.11671273410320282,0.045920658856630325,0.45771995186805725,0.5828273892402649,-0.19411079585552216,0.9586829543113708,0.4635094106197357,0.6311574578285217,0.09308179467916489,0.04737797752022743,0.4606534540653229,0.576606810092926,-0.18164536356925964,0.9285363554954529,0.4648585915565491,0.6228293776512146,0.10974321514368057,0.0500338114798069,0.479703813791275,0.6629913449287415,-0.09031616151332855,0.999549150466919,0.44768309593200684,0.6553189158439636,0.0902843102812767,0.9990164637565613,0.5110804438591003,0.8184581995010376,-0.16801083087921143,0.9876589179039001,0.37635985016822815,0.6868323683738708,0.04472704976797104,0.8562960028648376,0.6061424612998962,0.8533579707145691,-0.1381201148033142,0.9932165741920471,0.39193540811538696,0.8541672825813293,0.096229687333107,0.9533832669258118,0.6245156526565552,0.8528554439544678,-0.13686445355415344,0.975575864315033,0.4042963981628418,0.8815089464187622,0.0979464128613472,0.9555410146713257,0.5868320465087891,0.9183371067047119,-0.21025165915489197,0.9899749755859375,0.34930887818336487,0.8812010288238525,0.06485302001237869,0.9477182030677795
8,0.4334487020969391,0.3858993947505951,-0.006889774464070797,0.9996815323829651,0.43795743584632874,0.37075135111808777,-0.021548021584749222,0.9995642304420471,0.4392675757408142,0.37038251757621765,-0.021564211696386337,0.9995612502098083,0.4406340718269348,0.37002864480018616,-0.02157950960099697,0.9997082352638245,0.4379298686981201,0.3707844614982605,0.008206037804484367,0.9995801448822021,0.43919387459754944,0.3703155815601349,0.008242311887443066,0.9994006156921387,0.4405975341796875,0.3698562979698181,0.008246641606092453,0.9994603991508484,0.4522293210029602,0.3743797242641449,-0.05808011442422867,0.9998457431793213,0.44990888237953186,0.37456271052360535,0.08161845058202744,0.9986178874969482,0.4395586848258972,0.39960628747940063,-0.018638676032423973,0.9996702075004578,0.43899598717689514,0.40044867992401123,0.021249091252684593,0.9989890456199646,0.47726911306381226,0.44497931003570557,-0.1307496577501297,0.9999850392341614,0.4565955102443695,0.4552324414253235,0.1639949083328247,0.9987125992774963,0.4997538924217224,0.5288081765174866,-0.20467106997966766,0.997963547706604,0.47243618965148926,0.5555211305618286,0.20752494037151337,0.020156165584921837,0.46475401520729065,0.5849296450614929,-0.19622519612312317,0.9854721426963806,0.4604272246360779,0.6181023716926575,0.14721815288066864,0.03490322083234787,0.45625048875808716,0.6060248613357544,-0.21972139179706573,0.9645411372184753,0.4565765857696533,0.6406633853912354,0.14382675290107727,0.04604838043451309,0.45023220777511597,0.5965901017189026,-0.2040301263332367,0.9598143696784973,0.4557257294654846,0.6361842155456543,0.1183633804321289,0.04732052981853485,0.45226043462753296,0.5896934866905212,-0.18742305040359497,0.9297007322311401,0.4573952257633209,0.6272091865539551,0.13364267349243164,0.05033576115965843,0.4741060733795166,0.66667640209198,-0.09114596992731094,0.9995701313018799,0.44454818964004517,0.660190224647522,0.09111630171537399,0.999094545841217,0.5089783668518066,0.8268769979476929,-0.1773068606853485,0.9888498783111572,0.3707135021686554,0.6853144764900208,0.05604110285639763,0.8699488043785095,0.6034296751022339,0.8519224524497986,-0.14507746696472168,0.9937339425086975,0.3917946219444275,0.8536925315856934,0.09054242074489594,0.9573127627372742,0.6218786835670471,0.8482245802879333,-0.14281252026557922,0.9767928123474121,0.4030774235725403,0.8821007609367371,0.09092090278863907,0.9589645266532898,0.5875610113143921,0.9187834858894348,-0.20393550395965576,0.9906030893325806,0.3509860634803772,0.8831489682197571,0.062198616564273834,0.9515761137008667
9,0.42639636993408203,0.39049768447875977,0.005524096544831991,0.9996499419212341,0.4312428832054138,0.37574946880340576,-0.00998608022928238,0.9995391964912415,0.4325694441795349,0.3754217326641083,-0.009997484274208546,0.9995247721672058,0.4339416027069092,0.3750484585762024,-0.010022872127592564,0.9996846914291382,0.43098774552345276,0.3756805956363678,0.019902851432561874,0.9995620846748352,0.4320526123046875,0.3753015398979187,0.01993599161505699,0.9993727803230286,0.4332844614982605,0.374883770942688,0.01993837021291256,0.9994447231292725,0.4447738528251648,0.3801840841770172,-0.050883520394563675,0.9998326301574707,0.4434218406677246,0.3801535367965698,0.08849149942398071,0.9985641837120056,0.4323236048221588,0.4047865569591522,-0.007994389161467552,0.999644935131073,0.4315749704837799,0.4050925076007843,0.03194812685251236,0.998930811882019,0.4656454920768738,0.4551149904727936,-0.12317587435245514,0.9999838471412659,0.45112138986587524,0.4638223946094513,0.16807737946510315,0.9987581372261047,0.4925529956817627,0.5375312566757202,-0.18980790674686432,0.9974566698074341,0.46683835983276367,0.5711669921875,0.20490606129169464,0.019695736467838287,0.45792704820632935,0.5910517573356628,-0.1634167581796646,0.9837216734886169,0.450237512588501,0.6245970726013184,0.14680293202400208,0.03478173166513443,0.44896477460861206,0.6101109981536865,-0.1830812394618988,0.9612625241279602,0.4449905455112457,0.6424433588981628,0.1380571573972702,0.046423111110925674,0.4437240660190582,0.597478985786438,-0.16695216298103333,0.9557246565818787,0.44359341263771057,0.6373632550239563,0.11255711317062378,0.047537606209516525,0.44656866788864136,0.5915495753288269,-0.15432587265968323,0.9225051403045654,0.44564318656921387,0.6301254034042358,0.13100293278694153,0.050873830914497375,0.4683953821659088,0.6736565232276917,-0.09168767929077148,0.9995931386947632,0.4419064521789551,0.666951060295105,0.09165989607572556,0.9991687536239624,0.5071698427200317,0.8321043252944946,-0.1807461977005005,0.9899195432662964,0.3684272766113281,0.6866576075553894,0.09666315466165543,0.8818733096122742,0.6008544564247131,0.8512097001075745,-0.15191532671451569,0.9942044019699097,0.3923260569572449,0.8535798192024231,0.13973277807235718,0.9607934951782227,0.6209909915924072,0.8434419631958008,-0.14911328256130219,0.9781495928764343,0.40373334288597107,0.8815403580665588,0.1411583125591278,0.9619532823562622,0.5897307395935059,0.9179983139038086,-0.20087631046772003,0.991235613822937,0.35220128297805786,0.883520245552063,0.1268138736486435,0.9550532102584839
10,0.42523854970932007,0.3964838683605194,-0.004167984705418348,0.9996102452278137,0.4294460415840149,0.3809617757797241,-0.020240550860762596,0.999504029750824,0.4305858016014099,0.38072457909584045,-0.020259026437997818,0.9994750618934631,0.43174639344215393,0.38049647212028503,-0.02028350904583931,0.999653697013855,0.42912787199020386,0.38074490427970886,0.010042896494269371,0.9995319843292236,0.43001216650009155,0.38037794828414917,0.010077678598463535,0.9993281364440918,0.43103083968162537,0.3799741864204407,0.010074499994516373,0.999416172504425,0.4419771134853363,0.3857302665710449,-0.058878254145383835,0.9998049736022949,0.441089004278183,0.3843468427658081,0.08574303984642029,0.9984568357467651,0.4303165078163147,0.4101669192314148,-0.017767656594514847,0.9995958209037781,0.42940735816955566,0.410483181476593,0.022429095581173897,0.9988193511962891,0.4638432562351227,0.46140119433403015,-0.13289250433444977,0.9999809265136719,0.4522656500339508,0.46731212735176086,0.15641802549362183,0.9987691044807434,0.486846387386322,0.5466242432594299,-0.19378472864627838,0.9968623518943787,0.4689900875091553,0.5570079684257507,0.19874787330627441,0.018840260803699493,0.45341452956199646,0.5986154675483704,-0.15822812914848328,0.9815831780433655,0.4458402693271637,0.617210865020752,0.14610685408115387,0.03410256654024124,0.444344699382782,0.6178878545761108,-0.17621362209320068,0.9572271108627319,0.43770796060562134,0.6217751502990723,0.14484290778636932,0.04607771337032318,0.4397672116756439,0.606983482837677,-0.1614646017551422,0.9510025978088379,0.43735271692276,0.6272817254066467,0.12006157636642456,0.0470939576625824,0.442206472158432,0.6002494096755981,-0.14958882331848145,0.914306640625,0.43414753675460815,0.6067047715187073,0.13232490420341492,0.05066883936524391,0.4657180905342102,0.6772648692131042,-0.0920427069067955,0.999614953994751,0.44262224435806274,0.6702747941017151,0.0920158326625824,0.9992343783378601,0.5060505867004395,0.8351986408233643,-0.17724795639514923,0.9908657073974609,0.3682713210582733,0.689906895160675,0.1152377501130104,0.8920493721961975,0.5997474193572998,0.8505879640579224,-0.14687666296958923,0.9946135878562927,0.39116370677948,0.852906346321106,0.16129426658153534,0.9636070132255554,0.619554340839386,0.8437798619270325,-0.1437051147222519,0.9793338775634766,0.4035588800907135,0.8816877007484436,0.1632811427116394,0.9642212986946106,0.5881972908973694,0.9183674454689026,-0.19365936517715454,0.9917851686477661,0.3517400324344635,0.8841853737831116,0.15280523896217346,0.9577325582504272
