frame_id,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
1,0.4498695433139801,0.4238106608390808,-0.049044229090213776,0.9999317526817322,0.454412043094635,0.40615975856781006,-0.06667669117450714,0.9999459385871887,0.4559158384799957,0.4060734510421753,-0.0666552186012268,0.9999411106109619,0.45749911665916443,0.4059436321258545,-0.06667352467775345,0.9999597668647766,0.45365047454833984,0.4052744507789612,-0.03148450329899788,0.9999362230300903,0.45455899834632874,0.40463098883628845,-0.03151588514447212,0.9999121427536011,0.4556635022163391,0.40385177731513977,-0.03153696283698082,0.9999373555183411,0.4715200364589691,0.40800002217292786,-0.11652708053588867,0.9999552965164185,0.4706849455833435,0.4060699939727783,0.040220774710178375,0.9998685717582703,0.4570019841194153,0.43821579217910767,-0.06504865735769272,0.9999032020568848,0.4555796980857849,0.4381871223449707,-0.02010354772210121,0.9998080730438232,0.5147720575332642,0.4838065207004547,-0.1852947324514389,0.9999808669090271,0.5077975392341614,0.47289618849754333,0.13419348001480103,0.9997134804725647,0.5506156086921692,0.5891330242156982,-0.22103159129619598,0.9682605266571045,0.5102556943893433,0.5562734007835388,0.12932604551315308,0.07502240687608719,0.4891681671142578,0.6206784844398499,-0.12354487180709839,0.8699876666069031,0.4848322868347168,0.6165068745613098,0.01958220824599266,0.07072243094444275,0.4741726517677307,0.6241106390953064,-0.13595804572105408,0.838071882724762,0.4742836356163025,0.6236193776130676,0.011991308070719242,0.08570846170186996,0.4741678237915039,0.6045776605606079,-0.11491064727306366,0.824302613735199,0.47106704115867615,0.6155093908309937,-0.006531393621116877,0.08980017900466919,0.47828125953674316,0.6010543704032898,-0.1092672348022461,0.7789888978004456,0.4721911549568176,0.6082345247268677,0.006308394018560648,0.0978679284453392,0.5405403971672058,0.6492311954498291,-0.1090843454003334,0.9995064735412598,0.5429028272628784,0.6474205255508423,0.10903777182102203,0.9986502528190613,0.4609728753566742,0.7122485041618347,-0.10156580060720444,0.9501192569732666,0.5803287029266357,0.8482509255409241,0.08732105791568756,0.6580122709274292,0.5095097422599792,0.8940908908843994,-0.025199439376592636,0.980763852596283,0.6808992624282837,0.8439750075340271,0.09561200439929962,0.8634644746780396,0.5246724486351013,0.920655369758606,-0.01730278506875038,0.975317656993866,0.7026185393333435,0.8258042335510254,0.0980769470334053,0.9122233390808105,0.46581608057022095,0.9345057010650635,-0.04307304322719574,0.9757949709892273,0.6841440200805664,0.9037567973136902,0.08823893219232559,0.8828518390655518
2,0.45124727487564087,0.43937796354293823,-0.07591602206230164,0.999937891960144,0.45470061898231506,0.42156273126602173,-0.09340004622936249,0.9999511241912842,0.4560346007347107,0.42107611894607544,-0.09335695952177048,0.9999467730522156,0.45754891633987427,0.42044395208358765,-0.09336845576763153,0.9999635219573975,0.454029381275177,0.42086008191108704,-0.05918009951710701,0.9999421834945679,0.45479336380958557,0.41996943950653076,-0.05923393368721008,0.9999204874038696,0.45573216676712036,0.41884544491767883,-0.059225596487522125,0.9999432563781738,0.47147735953330994,0.4211559593677521,-0.14037254452705383,0.9999595880508423,0.47000283002853394,0.4193189740180969,0.011268094182014465,0.9998812675476074,0.458853542804718,0.45358917117118835,-0.09107400476932526,0.9999125003814697,0.457728773355484,0.45359984040260315,-0.04743146523833275,0.9998260736465454,0.517893373966217,0.49274101853370667,-0.20423495769500732,0.9999822378158569,0.5070144534111023,0.4917741119861603,0.11534573882818222,0.9997395873069763,0.551557183265686,0.6050616502761841,-0.22222068905830383,0.9710330367088318,0.510820209980011,0.600129246711731,0.1284954696893692,0.08661443740129471,0.4910014271736145,0.6372002363204956,-0.1277969777584076,0.8820932507514954,0.48406925797462463,0.6240628957748413,0.04052535444498062,0.10383995622396469,0.47385019063949585,0.6520184278488159,-0.14338693022727966,0.852151095867157,0.47219881415367126,0.6310164928436279,0.033546097576618195,0.1191212385892868,0.4719771444797516,0.6357292532920837,-0.127644345164299,0.8396938443183899,0.47097891569137573,0.6192557215690613,0.01810348592698574,0.12372846901416779,0.477517306804657,0.6287276148796082,-0.11610199511051178,0.7972759008407593,0.4733337461948395,0.6149747967720032,0.029438883066177368,0.13166797161102295,0.5559496283531189,0.6976968050003052,-0.10945554077625275,0.9995434880256653,0.5578970909118652,0.6943737268447876,0.10936766862869263,0.9987794160842896,0.46435967087745667,0.7242885828018188,-0.08267633616924286,0.9527449607849121,0.5829510688781738,0.8628130555152893,0.10765502601861954,0.6879294514656067,0.5117523670196533,0.8937159776687622,0.025408471003174782,0.9805306196212769,0.6790803670883179,0.8431091904640198,0.13857676088809967,0.8761059641838074,0.5291198492050171,0.9202670454978943,0.03734111040830612,0.9739669561386108,0.703223466873169,0.8164204955101013,0.15060243010520935,0.9203744530677795,0.4704170823097229,0.9376178979873657,0.046544723212718964,0.9756107330322266,0.6869746446609497,0.9063981771469116,0.17171677947044373,0.8929892182350159
3,0.45121240615844727,0.43723365664482117,-0.06059827655553818,0.9999397993087769,0.45422419905662537,0.4203978180885315,-0.07749362289905548,0.9999544620513916,0.45542699098587036,0.4201400876045227,-0.07746871560811996,0.9999504685401917,0.45675554871559143,0.4197554290294647,-0.07748096436262131,0.9999659657478333,0.45416098833084106,0.41899392008781433,-0.04460882395505905,0.9999449849128723,0.45525234937667847,0.4177955090999603,-0.04462754353880882,0.9999244809150696,0.4565355181694031,0.4164191484451294,-0.04464930668473244,0.9999463558197021,0.4709347188472748,0.42243245244026184,-0.12182482331991196,0.9999621510505676,0.4706653654575348,0.4191474914550781,0.024066267535090446,0.9998898506164551,0.4580463767051697,0.45032864809036255,-0.0743778645992279,0.9999186992645264,0.45787519216537476,0.4503566324710846,-0.03226693719625473,0.9998345971107483,0.5162230730056763,0.5001190900802612,-0.19049154222011566,0.9999832510948181,0.5083041787147522,0.49129757285118103,0.13157688081264496,0.9997537732124329,0.5501099824905396,0.6103324890136719,-0.23913004994392395,0.9728695750236511,0.5164792537689209,0.5961612462997437,0.19767874479293823,0.08516499400138855,0.4868743419647217,0.6486972570419312,-0.22527921199798584,0.8930935263633728,0.4838036894798279,0.6281182169914246,0.19029974937438965,0.118452288210392,0.4713799059391022,0.6630516648292542,-0.2517930865287781,0.8654255270957947,0.47128957509994507,0.6390678286552429,0.19272153079509735,0.13502316176891327,0.4679330289363861,0.651290237903595,-0.23876631259918213,0.8541551232337952,0.46985143423080444,0.6289886832237244,0.17194586992263794,0.1405630111694336,0.47316065430641174,0.6425001621246338,-0.2174549102783203,0.8143317699432373,0.47326335310935974,0.6241915822029114,0.1791432797908783,0.14850804209709167,0.560031533241272,0.7004154324531555,-0.10879721492528915,0.9995651245117188,0.5597354769706726,0.6942858695983887,0.10869936645030975,0.9988857507705688,0.4644353985786438,0.729703426361084,-0.08752124011516571,0.9553040266036987,0.5845053791999817,0.8651880621910095,0.08770482242107391,0.7170251607894897,0.5122371912002563,0.8956394791603088,0.003791171358898282,0.9816452264785767,0.679350733757019,0.8422173261642456,0.14427904784679413,0.8879163861274719,0.529752790927887,0.9210420250892639,0.014067329466342926,0.9740654230117798,0.7063702344894409,0.8152313232421875,0.15977437794208527,0.9278036952018738,0.47285836935043335,0.9379065036773682,-0.0033931471407413483,0.9768455624580383,0.6894968152046204,0.912247896194458,0.16146478056907654,0.9026872515678406
4,0.4508492052555084,0.4396035969257355,-0.05636567622423172,0.9999287724494934,0.45376572012901306,0.4220760464668274,-0.07361885905265808,0.9999522566795349,0.45504626631736755,0.42183947563171387,-0.07360465824604034,0.9999486804008484,0.4565134644508362,0.42144596576690674,-0.07360853254795074,0.9999642372131348,0.4535469114780426,0.42074111104011536,-0.041913148015737534,0.9999393820762634,0.45460253953933716,0.4195646643638611,-0.04193953424692154,0.99991774559021,0.45587635040283203,0.41818708181381226,-0.04198946803808212,0.9999426603317261,0.47129446268081665,0.42315948009490967,-0.1175176352262497,0.9999592304229736,0.4705197215080261,0.4204547107219696,0.02344600297510624,0.9998916983604431,0.45888495445251465,0.4543842673301697,-0.0696588009595871,0.999918520450592,0.4582517743110657,0.45369407534599304,-0.028938060626387596,0.9998261332511902,0.5169757604598999,0.49708297848701477,-0.18467718362808228,0.999982476234436,0.5080208778381348,0.49116095900535583,0.1288895308971405,0.9997606873512268,0.5523345470428467,0.6051390767097473,-0.27518874406814575,0.9736539721488953,0.5228695869445801,0.5924035906791687,0.2190067321062088,0.08347442001104355,0.4904404282569885,0.6406075954437256,-0.31712013483047485,0.9025900363922119,0.4856511056423187,0.623563826084137,0.24280016124248505,0.12909790873527527,0.4737579822540283,0.6583775281906128,-0.3473963737487793,0.8769972920417786,0.471505343914032,0.6326378583908081,0.2504127621650696,0.14662833511829376,0.47022414207458496,0.6436144709587097,-0.33340054750442505,0.866734504699707,0.4668455123901367,0.6253244876861572,0.2322213351726532,0.15301567316055298,0.47594499588012695,0.6358189582824707,-0.31053948402404785,0.8286160826683044,0.4744702875614166,0.619388222694397,0.23373469710350037,0.16050410270690918,0.5613237619400024,0.6941911578178406,-0.10588361322879791,0.9995330572128296,0.560195803642273,0.6864871382713318,0.10579422861337662,0.9989604949951172,0.4656616151332855,0.7307801842689514,-0.07453200966119766,0.9567586183547974,0.5876706838607788,0.8582785725593567,0.07115374505519867,0.7433566451072693,0.5143141746520996,0.895395040512085,0.04322812706232071,0.9826482534408569,0.6810468435287476,0.8407925367355347,0.13059234619140625,0.8985277414321899,0.5313786864280701,0.9209027886390686,0.05444294959306717,0.9740346074104309,0.7042171955108643,0.8149675726890564,0.13892367482185364,0.9344147443771362,0.4751315712928772,0.9370107650756836,0.0268168393522501,0.9778024554252625,0.6906253099441528,0.9135563373565674,0.12346794456243515,0.9112520813941956
5,0.45029836893081665,0.4336106479167938,-0.04602491110563278,0.9999244213104248,0.45361217856407166,0.41646191477775574,-0.06279943138360977,0.9999504089355469,0.4548487067222595,0.41608941555023193,-0.06279917806386948,0.9999464154243469,0.4562857151031494,0.4156705141067505,-0.06280425935983658,0.9999630451202393,0.45374417304992676,0.41541188955307007,-0.032035719603300095,0.9999370574951172,0.4550309181213379,0.414270281791687,-0.03205116465687752,0.9999138116836548,0.45656508207321167,0.41298171877861023,-0.0320904403924942,0.9999406337738037,0.47151073813438416,0.41893720626831055,-0.10749968141317368,0.9999547600746155,0.47175925970077515,0.41680917143821716,0.030194927006959915,0.9998931884765625,0.45834365487098694,0.44836553931236267,-0.05933688208460808,0.999920129776001,0.45818910002708435,0.4478093981742859,-0.019931701943278313,0.9998286366462708,0.5143892765045166,0.4931468069553375,-0.1804829090833664,0.9999809861183167,0.5083705186843872,0.4854966998100281,0.1362004280090332,0.9997674226760864,0.5514640212059021,0.5948735475540161,-0.27052775025367737,0.9750308990478516,0.5262815952301025,0.5826101899147034,0.23102609813213348,0.08182258158922195,0.49060457944869995,0.634911298751831,-0.30144888162612915,0.9115378260612488,0.4858846664428711,0.6235591173171997,0.2572777271270752,0.13654571771621704,0.4741135537624359,0.6509009599685669,-0.3301585614681244,0.8878689408302307,0.47164493799209595,0.6364879012107849,0.2673141360282898,0.15460370481014252,0.4702491760253906,0.6364420056343079,-0.3138240873813629,0.8785049915313721,0.4673939645290375,0.6260057091712952,0.24770835041999817,0.16188175976276398,0.4760375916957855,0.6280192732810974,-0.29367876052856445,0.8423360586166382,0.4713483452796936,0.6290221810340881,0.2479887306690216,0.16980311274528503,0.5632942318916321,0.6927053332328796,-0.10323093831539154,0.9994820952415466,0.5581550002098083,0.6849112510681152,0.10316981375217438,0.999043345451355,0.5026229619979858,0.761963427066803,-0.010450729168951511,0.957962691783905,0.5862182974815369,0.8482574224472046,0.05919315665960312,0.7669907212257385,0.5168968439102173,0.8946097493171692,0.13392221927642822,0.9834668636322021,0.6801987886428833,0.8387940526008606,0.11221881210803986,0.9076124429702759,0.5332604050636292,0.9209845662117004,0.14792534708976746,0.9733295440673828,0.7043121457099915,0.8156588077545166,0.1181466355919838,0.9398205280303955,0.476430743932724,0.9367174506187439,0.11912063509225845,0.9782355427742004,0.6912220120429993,0.9129632711410522,0.0978497639298439,0.9179438352584839
6,0.45128029584884644,0.4281538128852844,-0.06533174216747284,0.9999196529388428,0.45470285415649414,0.41100966930389404,-0.08115757256746292,0.9999472498893738,0.4560820460319519,0.410704642534256,-0.08116961270570755,0.9999430179595947,0.4576360285282135,0.41038772463798523,-0.08120693266391754,0.9999609589576721,0.4545658230781555,0.4100302755832672,-0.05043536424636841,0.9999334216117859,0.45576757192611694,0.4089856445789337,-0.05044397711753845,0.9999088048934937,0.45717373490333557,0.4078383445739746,-0.05046951025724411,0.9999375939369202,0.4719192385673523,0.41281720995903015,-0.11917527765035629,0.9999508857727051,0.4716340899467468,0.4110381603240967,0.017007578164339066,0.9998894333839417,0.45865124464035034,0.44145113229751587,-0.07675232738256454,0.9999196529388428,0.4582599103450775,0.4411696195602417,-0.03746473416686058,0.9998248815536499,0.5146899223327637,0.4860614240169525,-0.185863196849823,0.9999767541885376,0.5059350728988647,0.4816058278083801,0.12678395211696625,0.9997581243515015,0.5515435338020325,0.5902758240699768,-0.2269333153963089,0.9764283895492554,0.5280476808547974,0.5804845094680786,0.19861730933189392,0.07877610623836517,0.49036917090415955,0.6278985142707825,-0.15274402499198914,0.9189910292625427,0.48650819063186646,0.6156162619590759,0.17847947776317596,0.13761694729328156,0.4740116596221924,0.6420329809188843,-0.1678791493177414,0.8961186408996582,0.4717206358909607,0.6299008727073669,0.1775553673505783,0.156199648976326,0.47065243124961853,0.6253550052642822,-0.15676361322402954,0.8874879479408264,0.46807464957237244,0.6189979314804077,0.15895363688468933,0.16391704976558685,0.47956934571266174,0.6222599148750305,-0.14397898316383362,0.8523935675621033,0.47432032227516174,0.6140376925468445,0.16759614646434784,0.1719958484172821,0.5640426874160767,0.6878376603126526,-0.10094428062438965,0.9992952942848206,0.555091142654419,0.6820964217185974,0.10092365741729736,0.9990866780281067,0.5101726651191711,0.7606875896453857,-0.01827309839427471,0.9593446850776672,0.587910532951355,0.8437412977218628,0.05692232772707939,0.7879873514175415,0.5178627371788025,0.8947053551673889,0.12266858667135239,0.9842578172683716,0.6823004484176636,0.8376331925392151,0.11591978371143341,0.9160016775131226,0.5340234637260437,0.9215892553329468,0.13543125987052917,0.9721599221229553,0.7058226466178894,0.8150219321250916,0.12172996997833252,0.9448755979537964,0.47552546858787537,0.9364092350006104,0.10263486951589584,0.9787164330482483,0.6910816431045532,0.9127510190010071,0.10373562574386597,0.9244418144226074
7,0.4533790051937103,0.4158078134059906,-0.053154535591602325,0.9999204874038696,0.45706987380981445,0.3999914526939392,-0.06984756141901016,0.9999479055404663,0.45830923318862915,0.39993739128112793,-0.06985124200582504,0.9999437928199768,0.4596479535102844,0.3997442424297333,-0.06987036764621735,0.999961793422699,0.45733657479286194,0.39874911308288574,-0.03855299577116966,0.9999345541000366,0.4586690068244934,0.3977881669998169,-0.03856118023395538,0.9999102354049683,0.4600701928138733,0.3966110944747925,-0.0385780930519104,0.9999388456344604,0.4730955958366394,0.40292978286743164,-0.11228691041469574,0.9999507069587708,0.47319164872169495,0.3999236226081848,0.02628449723124504,0.9998928904533386,0.46014752984046936,0.43013039231300354,-0.0662248507142067,0.9999226331710815,0.46016353368759155,0.4291965365409851,-0.026233728975057602,0.999830961227417,0.5145035982131958,0.48010846972465515,-0.18562892079353333,0.9999760985374451,0.5064345598220825,0.46975597739219666,0.13492028415203094,0.9997633695602417,0.5503436326980591,0.5849878787994385,-0.2273872345685959,0.9778909683227539,0.5300506353378296,0.5685878992080688,0.23090939223766327,0.07641308754682541,0.4885220527648926,0.6252322196960449,-0.15396526455879211,0.9262760281562805,0.4868854582309723,0.6054129004478455,0.247496098279953,0.14219295978546143,0.47343236207962036,0.641386866569519,-0.17711743712425232,0.904864490032196,0.4717487394809723,0.6190279126167297,0.2564449906349182,0.16165967285633087,0.4698617458343506,0.6279500126838684,-0.16074898838996887,0.8969645500183105,0.46985378861427307,0.6103119850158691,0.23740652203559875,0.1699666678905487,0.4762400686740875,0.6203233003616333,-0.14559783041477203,0.8635988235473633,0.4736665189266205,0.6095021963119507,0.23780497908592224,0.17871160805225372,0.5656906962394714,0.6802756190299988,-0.10168454796075821,0.9992275834083557,0.5555965900421143,0.6741384267807007,0.10161922872066498,0.9991430044174194,0.5105883479118347,0.7582260966300964,-0.037067197263240814,0.9610100984573364,0.5875867605209351,0.8357053399085999,0.05780848115682602,0.8071249723434448,0.5173739194869995,0.8954635858535767,0.07688853144645691,0.9852115511894226,0.6852433085441589,0.8356484174728394,0.1025686264038086,0.9235977530479431,0.5325986742973328,0.9217069745063782,0.08733431994915009,0.9720185399055481,0.7087199091911316,0.8150704503059387,0.10699454694986343,0.9495388269424438,0.4743553698062897,0.9381272196769714,0.05463700369000435,0.9796740412712097,0.6919093728065491,0.911889374256134,0.09062375128269196,0.9304226040840149
8,0.45599761605262756,0.4062621295452118,-0.05468086153268814,0.9999232292175293,0.4598958492279053,0.38929083943367004,-0.07165949046611786,0.9999480843544006,0.46100759506225586,0.389161080121994,-0.07167889922857285,0.9999441504478455,0.46218323707580566,0.3889170289039612,-0.07167280465364456,0.9999619126319885,0.4600996971130371,0.38835155963897705,-0.041584230959415436,0.9999347925186157,0.46130356192588806,0.3875051736831665,-0.041589654982089996,0.9999117255210876,0.4625712037086487,0.38646620512008667,-0.041602250188589096,0.9999390840530396,0.474651575088501,0.39187169075012207,-0.11187088489532471,0.9999516606330872,0.4747838079929352,0.38946616649627686,0.022571701556444168,0.9998946189880371,0.4623343050479889,0.4202944338321686,-0.06724927574396133,0.9999263882637024,0.4623425602912903,0.4194273352622986,-0.02851369045674801,0.9998377561569214,0.5158441066741943,0.46545037627220154,-0.18444594740867615,0.9999778270721436,0.5079550743103027,0.4615322947502136,0.13672345876693726,0.9997707605361938,0.5494930148124695,0.5724582076072693,-0.2331550121307373,0.9797833561897278,0.5316983461380005,0.5635551810264587,0.23033836483955383,0.07352347671985626,0.4903325140476227,0.6127297282218933,-0.19367694854736328,0.9333004951477051,0.4880391061306,0.5978487133979797,0.23672547936439514,0.14428023993968964,0.47589486837387085,0.6296548247337341,-0.2140142023563385,0.9135777354240417,0.47331875562667847,0.6137278079986572,0.24372585117816925,0.16391298174858093,0.47164398431777954,0.615314245223999,-0.20123791694641113,0.9063945412635803,0.47183433175086975,0.6029159426689148,0.22290971875190735,0.17216040194034576,0.4771769046783447,0.6076394319534302,-0.18586832284927368,0.8752014636993408,0.47756537795066833,0.5985428690910339,0.2262556105852127,0.18120141327381134,0.5702958703041077,0.6731204986572266,-0.10220394283533096,0.9992882013320923,0.555086076259613,0.6685644388198853,0.10216206312179565,0.99921715259552,0.5543696284294128,0.781335711479187,-0.06746602058410645,0.9643425941467285,0.5330888628959656,0.788417637348175,0.04223337769508362,0.8228764533996582,0.6221581101417542,0.8717944025993347,0.031647294759750366,0.9864048361778259,0.594074547290802,0.8769559860229492,0.09620185196399689,0.9295664429664612,0.6410704255104065,0.8746371865272522,0.04119563847780228,0.9726560115814209,0.6122520565986633,0.8847988843917847,0.09967363625764847,0.9522021412849426,0.6030852794647217,0.9367693662643433,-0.00554079981520772,0.981248676776886,0.5755705833435059,0.9385157823562622,0.07718144357204437,0.9354509711265564
9,0.45920419692993164,0.39675721526145935,-0.04891094192862511,0.999926745891571,0.4624473452568054,0.37928298115730286,-0.06696869432926178,0.9999502897262573,0.4635891914367676,0.37905973196029663,-0.06699153780937195,0.9999468326568604,0.46476370096206665,0.3787274956703186,-0.06699691712856293,0.9999637007713318,0.4624563157558441,0.37835028767585754,-0.03583171218633652,0.9999373555183411,0.463513046503067,0.3774340748786926,-0.03584117069840431,0.999915361404419,0.4645461440086365,0.3763422966003418,-0.03586124628782272,0.9999416470527649,0.4774269461631775,0.38153550028800964,-0.10441841930150986,0.9999538660049438,0.47662439942359924,0.37913161516189575,0.028680672869086266,0.9998989701271057,0.46551817655563354,0.41055089235305786,-0.06404238939285278,0.999930202960968,0.4648854732513428,0.4098888337612152,-0.02377299964427948,0.999843180179596,0.5149403810501099,0.4556041359901428,-0.1798710823059082,0.99997878074646,0.5093923807144165,0.4522687792778015,0.14958670735359192,0.999773383140564,0.549511194229126,0.5602580308914185,-0.2312571257352829,0.9813490509986877,0.5320566296577454,0.5528942942619324,0.2267543375492096,0.0711309090256691,0.4944145679473877,0.6117153763771057,-0.19191540777683258,0.9395038485527039,0.49163469672203064,0.5924608707427979,0.22449739277362823,0.14580318331718445,0.4808503985404968,0.625042200088501,-0.21321812272071838,0.9211751222610474,0.4768391251564026,0.6126943826675415,0.24006938934326172,0.16530360281467438,0.47573909163475037,0.6124598383903503,-0.20108327269554138,0.9146175384521484,0.4749017357826233,0.5964148044586182,0.2170683890581131,0.17367246747016907,0.4804604649543762,0.6046009659767151,-0.1839188039302826,0.8853057622909546,0.4810212254524231,0.5934168696403503,0.21471166610717773,0.18230299651622772,0.564283549785614,0.6662870645523071,-0.10236461460590363,0.9992358088493347,0.5617581605911255,0.6610618233680725,0.10231250524520874,0.9992349743843079,0.5012404322624207,0.742429792881012,-0.07342851907014847,0.96631920337677,0.5849670767784119,0.8100603818893433,0.05042145401239395,0.83863765001297,0.5638779401779175,0.8839149475097656,0.0012900782749056816,0.9874808192253113,0.6820751428604126,0.8511512875556946,0.07987110316753387,0.9360326528549194,0.5762404203414917,0.9012579321861267,0.006612063385546207,0.9736776947975159,0.709136426448822,0.8409164547920227,0.08130373805761337,0.956282377243042,0.5253048539161682,0.9403409361839294,-0.04097378998994827,0.9826143383979797,0.683882474899292,0.9341938495635986,0.0571788065135479,0.940892219543457
10,0.4620276093482971,0.39047640562057495,-0.041193343698978424,0.9999279379844666,0.464730829000473,0.3722677528858185,-0.05809614807367325,0.9999508261680603,0.46568194031715393,0.37229296565055847,-0.058123957365751266,0.999947726726532,0.46667981147766113,0.3720523715019226,-0.05813679099082947,0.9999642968177795,0.46468719840049744,0.37110427021980286,-0.026332546025514603,0.9999380111694336,0.46555906534194946,0.37018486857414246,-0.026309063658118248,0.9999162554740906,0.46649521589279175,0.3687552511692047,-0.026316192001104355,0.9999422430992126,0.47908759117126465,0.3728022277355194,-0.09494449943304062,0.999954342842102,0.478646457195282,0.36918261647224426,0.044466402381658554,0.9998996257781982,0.4682465195655823,0.40287262201309204,-0.05342540144920349,0.9999317526817322,0.4674682021141052,0.402299702167511,-0.01244280207902193,0.999843180179596,0.5178477168083191,0.446993350982666,-0.1711660772562027,0.9999793767929077,0.5118477940559387,0.44458597898483276,0.16088353097438812,0.9997755289077759,0.5511072278022766,0.5494944453239441,-0.22513338923454285,0.982694685459137,0.5350597500801086,0.5415913462638855,0.2240828573703766,0.0684986263513565,0.4956274926662445,0.5863959193229675,-0.1923096477985382,0.9449333548545837,0.4953332841396332,0.5826417207717896,0.18912605941295624,0.14549566805362701,0.48241981863975525,0.6026127338409424,-0.21668700873851776,0.927699625492096,0.48029136657714844,0.6023373603820801,0.19160808622837067,0.16501480340957642,0.4774518609046936,0.5896234512329102,-0.2027684450149536,0.9216743111610413,0.47883933782577515,0.5931423902511597,0.16794928908348083,0.17337314784526825,0.48219195008277893,0.583116352558136,-0.1839141547679901,0.8936961889266968,0.4839194715023041,0.5889492034912109,0.1763358861207962,0.18168091773986816,0.5646976232528687,0.6478903889656067,-0.1027296632528305,0.9991776347160339,0.5644650459289551,0.6482899785041809,0.1026730164885521,0.9992390871047974,0.496743381023407,0.7339848875999451,-0.08048878610134125,0.968090295791626,0.5955251455307007,0.8084610104560852,0.05886309593915939,0.8516048192977905,0.5379627346992493,0.8909680843353271,-0.01580418460071087,0.9884348511695862,0.6935223340988159,0.8446421027183533,0.07265497744083405,0.9416135549545288,0.5511893033981323,0.9141419529914856,-0.011599188670516014,0.9748122096061707,0.7197706699371338,0.8330981731414795,0.07210944592952728,0.9597076177597046,0.4995572566986084,0.9417905211448669,-0.057989586144685745,0.9838422536849976,0.6915870904922485,0.9292261600494385,0.04521719738841057,0.9454687833786011
